pincode,district,latitude,longitude
249403,HARDWAR,29.9497778,78.1028056
249404,HARDWAR,29.89,78.1232
249405,HARDWAR,29.934,77.981
249407,HARDWAR,29.927,78.1165833
249408,HARDWAR,28.9252778,78.1472222
249410,HARDWAR,29.9823056,78.1898056
249411,HARDWAR,29.9913333,78.1924722
249412,HARDWAR,29.979459,78.04773
250001,MEERUT,29.0088889,77.6985278
250002,MEERUT,29.46583,77.575
250003,MEERUT,28.9886,77.718
250004,MEERUT,28.95,77.78
250005,MEERUT,,
250101,BAGHPAT,28.8474,77.32215
250103,MEERUT,28.9056,77.6274
250104,MEERUT,28.89,78.02
250106,MEERUT,28.87689,77.8632
250110,MEERUT,29.07,77.68
250205,MEERUT,28.9004,77.57066
250221,MEERUT,29.15422,77.6568
250222,MEERUT,29.1017,77.9184
250223,MEERUT,29.21874,77.6959
250341,MEERUT,29.09,77.62
250342,MEERUT,29.2056,77.61129
250344,MEERUT,29.13,77.57
250345,BAGHPAT,29.14,77.42
250401,MEERUT,29.09,77.99
250402,MEERUT,29.08,77.92
250404,MEERUT,29.16,78
250406,MEERUT,28.96,77.88
250501,MEERUT,28.97,77.53
250502,MEERUT,29.03,77.52
250601,BAGHPAT,28.95647,77.3312
250606,BAGHPAT,29.02366,77.3812
250609,BAGHPAT,28.89887,77.2415
250611,BAGHPAT,29.1019,77.2635
250615,BAGHPAT,28.97,77.36
250617,MEERUT,29.28,77.16
250619,BAGHPAT,29.0295556,77.2331944
250620,BAGHPAT,29.12,77.31
250621,BAGHPAT,29.1376111,77.2695833
250622,BAGHPAT,29.20561,77.4391
250623,BAGHPAT,29.2165,77.29749
250625,BAGHPAT,29.227,77.3301
250626,MEERUT,28.91,77.42
251001,MUZAFFARNAGAR,29.3942,77.7895
251002,MUZAFFARNAGAR,29.467958,77.692789
251003,MUZAFFARNAGAR,29.2856,77.42
251201,MUZAFFARNAGAR,29.21241,77.766885
251202,MUZAFFARNAGAR,29.52561,77.656374
251203,MUZAFFARNAGAR,29.351205,77.748264
251301,MUZAFFARNAGAR,29.516639,77.498948
251305,NAN,29.539017,77.443264
251306,MUZAFFARNAGAR,29.2856,77.42
251307,MUZAFFARNAGAR,29.536968,77.75233
251308,MUZAFFARNAGAR,29.49357,77.862725
251309,MUZAFFARNAGAR,29.254158,77.477691
251310,MUZAFFARNAGAR,29.60072,77.88712
251311,MUZAFFARNAGAR,29.511395,77.579216
251314,MUZAFFARNAGAR,29.377101,77.805573
251315,MUZAFFARNAGAR,29.357821,77.94362
251316,MUZAFFARNAGAR,29.43828,77.935978
251318,MUZAFFARNAGAR,29.2856,77.42
251319,MUZAFFARNAGAR,29.397826,77.46453
251320,MUZAFFARNAGAR,29.314973,78.033952
251327,MUZAFFARNAGAR,29.676787,77.865373
261001,SITAPUR,27.5576944,80.68275
261121,SITAPUR,27.766679,80.733321
261125,SITAPUR,27.5667,80.6832
261131,SITAPUR,27.5211568,80.740687
261135,SITAPUR,27.7842,80.90625
261136,SITAPUR,27.57735,80.5806
261141,SITAPUR,27.6537819,80.475751
261145,SITAPUR,27.59535,80.98765
261151,SITAPUR,27.569,80.412
261201,SITAPUR,27.493757,80.996757
261202,SITAPUR,27.7683576,80.7343452
261203,SITAPUR,27.30001,81.1333233
261204,SITAPUR,28.802,79.025
261205,SITAPUR,27.499,80.99443
261206,SITAPUR,27.8182407,80.6076942
261207,SITAPUR,27.711,80.90362
261208,SITAPUR,27.4992,80.9944
261301,SITAPUR,27.28082,80.92353
261302,SITAPUR,27.2296023,80.8475893
261303,SITAPUR,27.285,80.837
261304,SITAPUR,27.172559,80.859988
261401,SITAPUR,27.4293,80.53
261402,SITAPUR,27.4293,80.53
261403,SITAPUR,27.32777,80.56273
261404,SITAPUR,27.566,80.683293
261405,SITAPUR,27.4029,80.6874
261501,KHERI,27.91,80.66
261502,KHERI,27.82,81.24
261505,KHERI,27.78,80.35
261506,KHERI,28.1,80.71
262001,PILIBHIT,28.6297,79.84095
262121,PILIBHIT,28.620794,79.812865
262122,PILIBHIT,28.3875615,80.021001
262123,PILIBHIT,27.8837,79.9122
262124,PILIBHIT,28.513738,80.14881
262201,PILIBHIT,28.632,79.802
262202,PILIBHIT,28.620794,79.812865
262203,PILIBHIT,28.44985,79.85486
262302,PILIBHIT,28.2855,80.62705
262305,PILIBHIT,28.74034,80.12105
262308,UDHAM SINGH NAGAR,29.38,79.65
262309,CHAMPAWAT,29.0698333,80.11275
262310,CHAMPAWAT,29.336166,80.082661
262311,UDHAM SINGH NAGAR,28.94,79.81
262401,UDHAM SINGH NAGAR,29.1917854,79.3015478
262402,NAINITAL,29.1494722,79.5163056
262405,UDHAM SINGH NAGAR,29.58,79.35
262406,BAREILLY,28.64874,79.8789419
262501,PITHORAGARH,29.3,80.1
262502,PITHORAGARH,29.581871,80.188512
262520,PITHORAGARH,29.498365,80.276971
262521,PITHORAGARH,29.541124,80.347953
262522,PITHORAGARH,29.287,80.2
262523,CHAMPAWAT,29.2,80.09
262524,CHAMPAWAT,29.4137,79.6744
262525,CHAMPAWAT,29.44,80.13
262526,PITHORAGARH,28.5725556,80.1731389
262527,CHAMPAWAT,29.51,80.07
262528,CHAMPAWAT,29.29,79.88
262529,PITHORAGARH,29.48,80.2
262530,PITHORAGARH,29.5665,80.2103056
262531,PITHORAGARH,29.85929,80.017633
262532,PITHORAGARH,29.723,79.923
262533,PITHORAGARH,29.584,79.888
262534,PITHORAGARH,29.731522,80.097166
262540,PITHORAGARH,29.667988,80.232425
262541,PITHORAGARH,29.496,79.483
262542,PITHORAGARH,29.678935,80.208427
262543,PITHORAGARH,29.750093,80.269069
262544,PITHORAGARH,29.663,80.33
262545,PITHORAGARH,29.57,80.98
262546,PITHORAGARH,30.1234722,80.8556667
262547,PITHORAGARH,30.001,80.67
262550,PITHORAGARH,29.773,80.2885
262551,PITHORAGARH,29.847,80.5368
262552,PITHORAGARH,29.820947,80.120244
262553,PITHORAGARH,30.123,78.85
262554,PITHORAGARH,30.059,80.391
262555,PITHORAGARH,29.967425,80.272701
262561,CHAMPAWAT,29.5833611,80.2094722
262572,PITHORAGARH,29.74833,88.1777
262576,PITHORAGARH,29.805747,80.492374
262580,CHAMPAWAT,29.41,79.86
262701,KHERI,27.904987,80.792775
262702,KHERI,27.909842,80.784535
262721,SITAPUR,27.82,80.88
262722,KHERI,27.81,83.22
262723,KHERI,27.82,81.17
262724,KHERI,28.12,81.1
262725,KHERI,27.85,80.71
262726,KHERI,28.04,80.93
262727,KHERI,27.81,80.6
262728,KHERI,27.86,80.93
262801,KHERI,28.22,80.44
262802,KHERI,28.08,80.57
262803,KHERI,28.22,80.33
262804,KHERI,27.95,80.33
262805,KHERI,27.93,80.49
262901,KHERI,28.31,80.56
262902,KHERI,28.41,80.55
262903,KHERI,28.16,80.92
262904,PILIBHIT,28.59,80.38
262905,KHERI,28.35,80.84
262906,KHERI,28.33,80.98
262907,KHERI,28.17,80.99
262908,KHERI,28.58,80.68
263001,NAINITAL,29.3774,79.4621
263126,NAINITAL,29.76,79.83
263127,NAINITAL,29.360473,79.4832591
263128,NAINITAL,29.3376,79.4437
263132,NAINITAL,29.23,79.48
263134,NAINITAL,29.647,79.842
263135,NAINITAL,29.4656176,79.4492924
263136,NAINITAL,29.29,79.69
263137,NAINITAL,29.43,79.64
263138,NAINITAL,29.5316625,79.6546915
263139,NAINITAL,29.2163889,79.5296667
263140,NAINITAL,29.3296011,79.1643342
263141,NAINITAL,29.234,79.479
263142,NAINITAL,29.1121,79.5237
263145,UDHAM SINGH NAGAR,29.028039,79.41307
263148,UDHAM SINGH NAGAR,28.834114,79.642638
263149,UDHAM SINGH NAGAR,29.0157,79.2905
263150,UDHAM SINGH NAGAR,29.063482,79.331106
263151,UDHAM SINGH NAGAR,29.0055,79.6550833
263152,UDHAM SINGH NAGAR,29.0151556,79.2676318
263153,UDHAM SINGH NAGAR,28.985005,79.351548
263156,NAINITAL,29.3795,79.5416
263157,NAINITAL,29.5698368,79.6249446
263158,NAINITAL,29.4448545,79.5399712
263159,NAINITAL,29.353853,79.318128
263160,UDHAM SINGH NAGAR,29.0472093,79.3582861
263601,ALMORA,29.598367,79.6615048
263619,BAGESHWAR,29.6359,79.2855
263620,BAGESHWAR,29.8454167,79.6004167
263621,ALMORA,29.7761423,79.4937476
263622,ALMORA,29.4978672,79.9556344
263623,ALMORA,29.7752,79.19859
263624,ALMORA,29.598371,79.6615008
263625,ALMORA,29.467902,79.845075
263626,ALMORA,30.16235,80.02621
263628,BAGESHWAR,29.8394833,79.7764257
263629,ALMORA,29.8110024,79.6138538
263630,BAGESHWAR,29.74816,79.75187
263631,BAGESHWAR,29.8105909,79.8282626
263632,BAGESHWAR,30.10466,79.85275
263633,BAGESHWAR,29.9463892,79.9029967
263634,BAGESHWAR,29.9463902,79.902996
263635,BAGESHWAR,29.895812,79.619324
263636,ALMORA,29.781581,79.6038762
263637,ALMORA,29.798542,79.608064
263638,ALMORA,29.75901,79.630394
263639,BAGESHWAR,29.78158,79.6038772
263640,BAGESHWAR,29.8105859,79.8282676
263641,BAGESHWAR,29.895811,79.619325
263642,BAGESHWAR,29.8394813,79.7764277
263643,ALMORA,29.598365,79.6615068
263645,ALMORA,29.6433675,79.4321765
263646,ALMORA,29.6433675,79.4321765
263651,ALMORA,29.6104,79.4507
263652,ALMORA,29.6433705,79.4321735
263653,ALMORA,29.776036,79.4267785
263655,ALMORA,29.781578,79.6038792
263656,ALMORA,29.8711348,79.3418053
263658,ALMORA,29.8833423,79.349991
263659,ALMORA,29.85991,79.12878
263660,ALMORA,29.4722,79.1832
263661,ALMORA,29.84265,79.2129
263663,ALMORA,29.37,79.2423
263664,ALMORA,29.6433705,79.4321735
263665,ALMORA,29.70325,79.4413
263667,ALMORA,29.6433675,79.4321765
263676,ALMORA,29.704092,79.1668381
263678,ALMORA,29.598367,79.6615048
263679,BAGESHWAR,29.9463882,79.9029977
263680,ALMORA,29.4981517,79.4799701
271001,GONDA,27.1348611,81.9361111
271002,GONDA,27.11416,82.01616
271003,GONDA,27.30114,82.09654
271122,GONDA,27.263761,81.921523
271123,GONDA,27.092424,82.568569
271124,GONDA,26.969111,82.141444
271125,GONDA,27.160281,81.865611
271126,GONDA,27.14506,81.77868
271129,GONDA,22.735261,88.1639
271201,BALRAMPUR,27.49879,82.212142
271202,GONDA,27.244585,82.077483
271203,BALRAMPUR,27.6459444,82.5238056
271204,GONDA,27.331269,81.934385
271205,BALRAMPUR,27.328997,82.281412
271206,BALRAMPUR,27.57907,82.72159
271207,BALRAMPUR,27.39823,82.16184
271208,BALRAMPUR,27.431887,82.461966
271209,GONDA,27.551536,81.990079
271210,BALRAMPUR,27.554546,82.591604
271215,BALRAMPUR,27.467535,82.684795
271301,GONDA,27.069462,82.064695
271302,GONDA,27.089805,82.23524
271303,GONDA,26.865695,82.096541
271304,GONDA,26.8741667,82.1501667
271305,GONDA,27.043638,82.326198
271306,BALRAMPUR,27.193762,82.339766
271307,BALRAMPUR,27.850568,82.258583
271308,GONDA,27.068,82.2339167
271309,GONDA,26.809074,82.031343
271310,GONDA,27.0533056,82.1165278
271311,GONDA,27.037325,81.68407
271312,GONDA,27.033143,82.566055
271313,GONDA,27.011145,84.87645
271319,GONDA,26.8462222,82.2021389
271401,GONDA,26.95483,81.83883
271402,GONDA,26.88276,81.80604
271403,GONDA,26.84475,81.907067
271502,GONDA,27.175203,81.660854
271503,GONDA,27.27047,81.79237
271504,GONDA,26.95563,81.81609
271601,GONDA,27.132754,82.054059
271602,GONDA,27.230867,82.113725
271603,GONDA,27.299195,82.120975
271604,BALRAMPUR,27.229334,82.448872
271607,BALRAMPUR,27.366501,82.273266
271609,BALRAMPUR,27.279654,82.285452
271801,BAHRAICH,27.5761389,81.5964167
271802,BAHRAICH,27.5557168,82.786943
271803,SHRAWASTI,27.5892,81.60394
271804,SHRAWASTI,27.5892,81.60394
271805,SHRAWASTI,27.46715,82.065229
271806,BAHRAICH,27.467842,81.775968
271821,BAHRAICH,27.583307,81.599993
271824,BAHRAICH,27.581317,81.436139
271825,BAHRAICH,27.6381869,81.3674389
271830,BAHRAICH,27.7870801,81.4690932
271831,SHRAWASTI,27.703967,81.930285
271835,SHRAWASTI,27.532461,81.969166
271840,SHRAWASTI,27.779982,82.006651
271841,BAHRAICH,27.86595,81.496745
271845,SHRAWASTI,27.502034,81.925157
271851,BAHRAICH,27.814,81.31461
271855,BAHRAICH,27.570838,81.598025
271861,BALRAMPUR,27.579822,82.097902
271865,BAHRAICH,27.865946,81.496749
271870,BAHRAICH,27.451817,81.629538
271871,BAHRAICH,27.4512544,81.8907184
271872,BAHRAICH,27.362977,81.630908
271875,BAHRAICH,27.635654,81.5623849
271881,BAHRAICH,27.08825,82.09385
271882,BAHRAICH,27.8095,81.42815
271901,BAHRAICH,27.1187778,81.5427222
271902,BAHRAICH,27.39585,81.47279
271903,BAHRAICH,27.5442,81.6494
271904,BAHRAICH,27.204814,81.549647
272001,BASTI,26.795612,82.73664
272002,BASTI,26.919565,82.73595
272123,BASTI,25.396163,82.2252658
272124,BASTI,26.81761,82.763311
272125,SANT KABIR NAGAR,26.893707,82.944308
272126,SANT KABIR NAGAR,26.909521,82.9249
272127,BASTI,27.865243,82.542364
272128,BASTI,26.724264,82.438914
272129,BASTI,26.799271,82.318136
272130,BASTI,26.79267,82.470224
272131,BASTI,26.754062,82.581692
272148,SANT KABIR NAGAR,26.979183,82.857902
272150,BASTI,26.95977,82.8161
272151,SIDDHARTHNAGAR,27.029047,82.8036247
272152,SIDDHARTHNAGAR,27.37889,83.108731
272153,SIDDHARTHNAGAR,27.17557,82.93005
272154,SANT KABIR NAGAR,27.081871,83.065538
272155,BASTI,26.792685,82.4702255
272161,BASTI,26.817514,82.2252658
272162,SANT KABIR NAGAR,26.055054,83.016915
272163,BASTI,26.908281,82.571481
272164,SANT KABIR NAGAR,26.667396,83.003899
272165,SANT KABIR NAGAR,26.541461,83.007941
272171,BASTI,26.65978,82.82207
272172,SANT KABIR NAGAR,26.63333,82.99073
272173,SANT KABIR NAGAR,26.75272,83.134
272175,SANT KABIR NAGAR,26.78977,83.07599
272176,SANT KABIR NAGAR,26.735346,83.146014
272177,BASTI,26.621256,83.874759
272178,BASTI,26.863773,82.414412
272181,BASTI,26.871733,82.513004
272182,BASTI,26.852015,82.726451
272189,SIDDHARTHNAGAR,27.195789,82.648152
272190,BASTI,26.92943,82.714614
272191,SIDDHARTHNAGAR,27.174269,82.653213
272192,SIDDHARTHNAGAR,27.329533,82.694453
272193,SIDDHARTHNAGAR,27.020524,82.119676
272194,BASTI,26.817525,82.7633156
272195,SIDDHARTHNAGAR,26.817514,81.296433
272199,SANT KABIR NAGAR,26.817514,82.1525625
272201,SIDDHARTHNAGAR,27.271563,82.820974
272202,SIDDHARTHNAGAR,27.378889,83.108725
272203,SIDDHARTHNAGAR,27.30142,83.094762
272204,SIDDHARTHNAGAR,27.345713,83.124212
272205,SIDDHARTHNAGAR,27.3907,82.959687
272206,SIDDHARTHNAGAR,27.37412,83.152523
272207,SIDDHARTHNAGAR,27.277196,83.084891
272208,SIDDHARTHNAGAR,27.191011,83.124111
272270,SANT KABIR NAGAR,26.99899,83.04211
272271,SANT KABIR NAGAR,26.974404,83.199704
272301,BASTI,26.639,82.68376
272302,BASTI,26.730691,82.680561
273001,GORAKHPUR,26.7540833,83.3724167
273002,GORAKHPUR,26.739746,83.581043
273003,GORAKHPUR,26.7910833,83.3866944
273004,GORAKHPUR,26.7875,83.38
273005,GORAKHPUR,26.7470833,83.354
273006,GORAKHPUR,26.772,83.3857778
273007,GORAKHPUR,26.89016,83.373018
273008,GORAKHPUR,26.749474,83.366774
273009,GORAKHPUR,26.7513889,83.3815833
273010,GORAKHPUR,26.731148,83.43318
273011,NAN,26.79,83.38229
273012,GORAKHPUR,26.7603889,83.3805
273013,GORAKHPUR,26.8105,83.3985833
273014,GORAKHPUR,26.760555,83.373168
273015,GORAKHPUR,26.759684,83.30678
273016,GORAKHPUR,26.7315833,83.3690833
273017,GORAKHPUR,26.7276944,83.3853889
273151,MAHRAJGANJ,27.093736,83.736515
273152,GORAKHPUR,26.82935,83.529358
273155,GORAKHPUR,27.141449,83.294746
273157,MAHRAJGANJ,27.203436,83.184719
273158,GORAKHPUR,27.144604,83.028736
273161,GORAKHPUR,27.422014,83.427848
273162,MAHRAJGANJ,27.279791,83.376045
273163,MAHRAJGANJ,27.166082,83.733195
273164,MAHRAJGANJ,27.310214,83.460354
273165,GORAKHPUR,26.930711,83.292713
273201,GORAKHPUR,26.766809,83.754822
273202,GORAKHPUR,26.777126,83.55145
273203,GORAKHPUR,26.583283,83.585609
273207,MAHRAJGANJ,40.078125,72.192614
273209,GORAKHPUR,26.758544,83.214227
273211,GORAKHPUR,26.445368,83.474357
273212,GORAKHPUR,26.655903,83.251939
273213,GORAKHPUR,26.415075,83.616884
273301,MAHRAJGANJ,26.969489,83.592098
273302,MAHRAJGANJ,27.172431,84.436828
273303,MAHRAJGANJ,,
273304,MAHRAJGANJ,27.301321,83.713272
273305,MAHRAJGANJ,27.427564,83.690684
273306,MAHRAJGANJ,26.497759,83.801883
273308,MAHRAJGANJ,27.477185,83.469371
273309,MAHRAJGANJ,27.317714,83.424795
273310,MAHRAJGANJ,27.008379,83.454054
273311,MAHRAJGANJ,27.381776,83.794918
273312,MAHRAJGANJ,27.248509,83.572481
273401,GORAKHPUR,26.760555,83.373168
273402,GORAKHPUR,25.834926,81.721449
273403,GORAKHPUR,26.511519,83.278961
273404,GORAKHPUR,26.479004,83.096375
273405,GORAKHPUR,24.300038,83.658781
273406,GORAKHPUR,26.630119,83.296083
273407,GORAKHPUR,26.45229,83.258629
273408,GORAKHPUR,26.342771,83.398969
273409,GORAKHPUR,26.397473,83.303772
273411,GORAKHPUR,25.353352,83.038823
273412,GORAKHPUR,26.955324,79.994796
273413,GORAKHPUR,26.58981,83.406979
274001,DEORIA,26.21,83.26
274149,KUSHINAGAR,26.73,83.29
274182,DEORIA,26.35,83.77
274201,DEORIA,26.73,83.29
274202,DEORIA,27.63,83.29
274203,KUSHINAGAR,26.73,83.29
274204,DEORIA,26.73,83.29
274205,DEORIA,27.63,83.29
274206,DEORIA,26.73,83.29
274207,KUSHINAGAR,26.74,83.74
274208,DEORIA,26.73,83.29
274301,KUSHINAGAR,26.73,83.29
274302,KUSHINAGAR,27.26,83.86
274303,KUSHINAGAR,26.7,83.8
274304,KUSHINAGAR,26.7532778,83.9775
274305,KUSHINAGAR,26.9,83.85
274306,KUSHINAGAR,26.73,83.29
274307,KUSHINAGAR,26.7446,83.886
274308,KUSHINAGAR,26.7446,83.886
274309,KUSHINAGAR,26.7446,83.886
274401,KUSHINAGAR,26.73,83.29
274402,KUSHINAGAR,26.73,83.29
274403,KUSHINAGAR,26.21,83.26
274404,DEORIA,26.5,83.7
274405,DEORIA,26.62,83.89
274406,KUSHINAGAR,26.72,84.23
274407,KUSHINAGAR,26.73,83.29
274408,DEORIA,26.62,83.89
274409,KUSHINAGAR,26.64,84.32
274501,DEORIA,26.39,83.83
274502,DEORIA,26.2,83.96
274505,DEORIA,26.28,83.89
274506,DEORIA,26.29,83.95
274508,DEORIA,26.16,83.96
274509,DEORIA,26.29,83.92
274601,DEORIA,26.28,83.72
274602,DEORIA,26.18,83.87
274603,DEORIA,26.48,83.16
274604,DEORIA,26.25,83.78
274701,DEORIA,26.29,83.92
274702,DEORIA,26.57,83.77
274703,DEORIA,26.73,83.29
274704,DEORIA,26.57,83.77
274705,DEORIA,26.21,83.26
274801,KUSHINAGAR,26.21,83.26
274802,KUSHINAGAR,28.7,77.1
274806,DEORIA,29.73,83.29
274807,DEORIA,25.63,84.71
274808,DEORIA,26.29,83.92
275101,MAU,25.9590833,83.5453889
275102,MAU,25.98,83.62
275103,MAU,25.94,83.55
275105,MAU,25.94,83.47
275201,GHAZIPUR,,
275202,GHAZIPUR,,
275203,GHAZIPUR,,
275204,GHAZIPUR,,
275205,GHAZIPUR,,
275301,MAU,25.84,83.85
275302,MAU,26.18,82.91
275303,MAU,20.11,11.21
275304,MAU,26.11,83.54
275305,MAU,25.86,83.52
275306,MAU,30.1,20.1
275307,MAU,25.29,83.08
276001,AZAMGARH,26.0760833,83.1773889
276121,AZAMGARH,25.12,12.25
276122,AZAMGARH,19.2541,77.1025
276123,AZAMGARH,12.16681,77.10656
276124,AZAMGARH,32.3215,89.1345
276125,AZAMGARH,12.16681,77.10656
276126,AZAMGARH,30.1,20.1
276127,AZAMGARH,24.8547,75.1284
276128,AZAMGARH,24.09,80.06
276129,MAU,30.1,20.1
276131,AZAMGARH,30.1,20.1
276135,AZAMGARH,12.16681,77.10656
276136,AZAMGARH,17.6201,49.1015
276137,AZAMGARH,10.2,20.1
276138,AZAMGARH,24.2854,85.201
276139,AZAMGARH,23.5451,73.1542
276140,AZAMGARH,26.15,83.33
276141,AZAMGARH,10.2,10.3
276142,AZAMGARH,10.2,20.1
276143,AZAMGARH,25.68,83.13
276201,AZAMGARH,12.16681,30.2
276202,AZAMGARH,12.16681,30.4
276203,AZAMGARH,30.4,50.1
276204,AZAMGARH,10.2,20.1
276205,AZAMGARH,12.16681,60.1
276206,AZAMGARH,26.09,83
276207,AZAMGARH,12.16681,77.10656
276208,AZAMGARH,12.16681,77.10656
276288,AZAMGARH,26.06,83.06
276301,AZAMGARH,12.16681,77.10656
276302,AZAMGARH,12.16681,30.2
276303,AZAMGARH,20.1,78.09
276304,AZAMGARH,26.07,82.87
276305,AZAMGARH,26.04,83.05
276306,MAU,24.18214,86.28694
276402,MAU,30.1,20.1
276403,MAU,30.1,20.1
276404,AZAMGARH,30.1,20.1
276405,MAU,30.1,20.1
276406,AZAMGARH,26.0426667,83.2869444
277001,BALLIA,25.76,84.19
277121,BALLIA,25.83,83.83
277123,BALLIA,25.74,84.02
277124,BALLIA,25.9,83.99
277201,BALLIA,25.76,84.43
277202,BALLIA,25.9,84.2
277203,BALLIA,25.8,84.19
277204,BALLIA,25.73,84.51
277205,BALLIA,25.77,84.43
277207,BALLIA,25.98,84.14
277208,BALLIA,25.76,84.47
277209,BALLIA,25.85,84.38
277210,BALLIA,25.86,84.26
277211,BALLIA,25.83,84.31
277213,BALLIA,25.94,84.19
277214,BALLIA,26.03,84.11
277216,BALLIA,25.4342,84.2826
277219,BALLIA,25.92,84.23
277301,BALLIA,25.8316384,84.131934
277302,BALLIA,25.93,84.14
277303,BALLIA,26,84.03
277304,BALLIA,25.9,84.11
277401,BALLIA,25.76,84.21
277402,BALLIA,25.7423909,84.3050555
277403,BALLIA,25.77,84.36
277501,BALLIA,25.62,83.97
277502,BALLIA,25.68,83.99
277503,BALLIA,25.79,84.07
277504,BALLIA,25.66,84.01
277506,BALLIA,25.758,84.148
281001,MATHURA,27.4761411,77.697072
281003,MATHURA,27.557919,77.623649
281004,MATHURA,27.47,77.69
281005,MATHURA,27.47,77.69
281006,MATHURA,27.47,77.69
281104,ETAH,27.49,78.01
281121,MATHURA,27.58056,77.69278
281122,MATHURA,27.47,77.69
281123,MATHURA,27.47,77.69
281201,MATHURA,27.47,77.69
281202,MATHURA,27.47,77.69
281203,MATHURA,27.8477222,77.6485833
281204,MATHURA,27.47,77.69
281205,MATHURA,27.47,77.69
281206,MATHURA,27.47,77.69
281301,MATHURA,27.47,77.69
281302,NAN,27.49,78.01
281303,MATHURA,27.43889,77.71972
281305,MATHURA,27.47,77.69
281306,NAN,27.6,78.05
281307,NAN,27.6,78.05
281308,MATHURA,27.606637,78.054192
281401,MATHURA,27.47,77.69
281403,MATHURA,27.47,77.69
281404,MATHURA,27.47,77.69
281405,MATHURA,27.47,77.69
281406,MATHURA,27.47,77.69
281501,MATHURA,27.47,77.69
281502,MATHURA,27.47,77.69
281504,MATHURA,27.47,77.69
282001,AGRA,27,78
282002,AGRA,27.1856695,78.0006337
282003,AGRA,27.1795328,78.021112
282004,AGRA,27,78
282005,AGRA,27.2162906,78.0137712
282006,AGRA,27,78
282007,AGRA,27.2278109,77.9084029
282008,AGRA,27.160152,77.982412
282009,AGRA,27.0113464,78.0054506
282010,AGRA,27.0058445,78.0078549
283101,AGRA,27.1469142,77.7366242
283102,AGRA,27.1379478,77.9652989
283103,FIROZABAD,24.987456,78.965412
283104,AGRA,27.0220866,78.3090571
283105,AGRA,27.1569205,77.9251027
283110,AGRA,27.1532205,77.660771
283111,AGRA,26.9622422,78.3649735
283112,AGRA,26.9663205,78.04394
283113,AGRA,26,78
283114,AGRA,26.8499569,78.7731313
283115,AGRA,26.8464151,77.5475978
283119,AGRA,26.9851434,77.7738163
283121,AGRA,26.9347777,77.7280395
283122,AGRA,27.0542998,77.784576
283123,AGRA,26.8897242,78.36026
283124,AGRA,26.9884721,77.9453091
283125,AGRA,26.9908419,78.3663358
283126,AGRA,27.2862674,78.0688562
283130,FIROZABAD,24.36589,79.365478
283135,FIROZABAD,24.23555,78.024548
283136,FIROZABAD,24.325478,79.32458
283141,FIROZABAD,28.2364454,78.1245787
283142,FIROZABAD,24.165475,78.654781
283145,FIROZABAD,24.325679,78.268954
283151,FIROZABAD,24.335897,78.225896
283152,FIROZABAD,28.36258,78.2442568
283201,AGRA,27.3335528,78.1352741
283202,AGRA,27.2332821,78.1307744
283203,ALIGARH,28.5114895,77.5691064
283204,FIROZABAD,24.214559,78.3365478
283205,FIROZABAD,27.126702,78.4802172
283206,FIROZABAD,27.652325,79.354555
283207,FIROZABAD,24.457836,78.163258
284001,JHANSI,25.4487778,78.5668889
284002,JHANSI,,
284003,JHANSI,25.4681,78.52349
284120,JHANSI,,
284121,JHANSI,25.58004,78.68991
284122,LALITPUR,,
284123,LALITPUR,,
284124,LALITPUR,,
284125,LALITPUR,24.6923056,78.4200556
284126,LALITPUR,,
284127,JHANSI,25.43074,78.62427
284128,JHANSI,25.4635,78.6185
284135,JHANSI,,
284136,LALITPUR,25.0344,78.2304
284201,JHANSI,25.37182,78.76887
284202,JHANSI,25.54859,79.0759
284203,JHANSI,25.5123,79.2164
284204,JHANSI,25.2312,79.1542
284205,JHANSI,25.2515,79.06172
284206,JHANSI,25.47732,79.02213
284301,JHANSI,25.58357,78.84393
284302,JHANSI,25.74556,79.12078
284303,JHANSI,25.7784,78.9563
284304,JHANSI,25.85234,79.95993
284305,JHANSI,25.3043,78.4454
284306,JHANSI,25.80509,78.99104
284401,JHANSI,,
284402,LALITPUR,,
284403,LALITPUR,,
284404,LALITPUR,,
284405,LALITPUR,,
284406,LALITPUR,,
284419,JHANSI,25.55209,78.4965
284501,LALITPUR,,
285001,JALAUN,25.9906066,79.4538491
285121,JALAUN,26.200514,79.168542
285122,JALAUN,26.1901,82.0135
285123,JALAUN,26.1325,79.1183
285124,JALAUN,26.4075,79.2235
285125,JALAUN,26.12445,79.08428
285126,JALAUN,26.11351,79.41482
285127,JALAUN,25.9836667,79.4515556
285128,JALAUN,26.25742,79.38541
285129,JALAUN,26.36146,79.2873
285130,JALAUN,26.30074,79.41131
285201,JALAUN,25.88045,79.19712
285202,JALAUN,26.07451,79.24251
285203,JALAUN,26.4721,79.28451
285204,JALAUN,26.1213,79.7425
285205,JALAUN,26.01302,79.17319
285206,JALAUN,26.2541,79.0632
285223,JALAUN,25.87746,79.29304
301001,ALWAR,27.515726,76.6095
301018,ALWAR,27.480962,76.84615
301019,ALWAR,28.2119167,76.8533611
301020,ALWAR,27.937995,76.343468
301021,ALWAR,27.475997,76.857085
301022,ALWAR,27.430474,76.242119
301023,ALWAR,27.703449,76.586388
301024,ALWAR,27.567852,76.230514
301025,ALWAR,27.729027,76.852188
301026,ALWAR,27.264065,76.584944
301027,ALWAR,27.188848,76.273979
301028,ALWAR,27.565592,76.707677
